,Title,Studio_Abbreviation,Worldwide_Gross,Domestic_Gross,Domestic_Share,Overseas_Gross,Overseas_Share,Year_x,Genre,IMDB_Score,Metascore,Votes,Subgenre1,Subgrene2,Subgrene3,Actors,Awards,Country,Director,Language,Plot,Poster,Production,Rated,Ratings,Released,Runtime,Writer
30,The First Purge,Uni.,137.0,69.5,50.7,67.5,49.3,2018,"Action, Horror, Sci-Fi",5.1,54,38356,Action, Horror, Sci-Fi,"Y'lan Noel, Lex Scott Davis, Joivan Wade, Mugga",,USA,Gerard McMurray,"Spanish, English, French","America's third political party, the New Founding Fathers of America, comes to power and conducts an experiment: no laws for 12 hours on Staten Island. No one has to stay on the island, but $5,000 is given to anyone who does.",https://m.media-amazon.com/images/M/MV5BYmVjMWJhMTYtMzUxMC00ODdhLTk3YzMtZDFhNGUyOGFhYTY0XkEyXkFqcGdeQXVyNDIzMzcwNjc@._V1_SX300.jpg,Universal Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '54%'}, {'Source': 'Metacritic', 'Value': '54/100'}]",04 Jul 2018,98 min,James DeMonaco
31,A Wrinkle in Time,BV,132.7,100.5,75.7,32.2,24.3,2018,"Adventure, Family, Fantasy",4.2,53,33723,Adventure, Family, Fantasy,"Storm Reid, Oprah Winfrey, Reese Witherspoon, Mindy Kaling",1 win.,USA,Ava DuVernay,English,"After the disappearance of her scientist father, three peculiar beings send Meg, her brother, and her friend to space in order to find him.",https://m.media-amazon.com/images/M/MV5BMjMxNjQ5MTI3MV5BMl5BanBnXkFtZTgwMjQ2MTAyNDM@._V1_SX300.jpg,,PG,"[{'Source': 'Internet Movie Database', 'Value': '4.2/10'}, {'Source': 'Metacritic', 'Value': '53/100'}]",09 Mar 2018,109 min,"Jennifer Lee (screenplay by), Jeff Stockwell (screenplay by), Madeleine L'Engle (based upon the novel by)"
32,The Commuter,LGF,119.9,36.3,30.3,83.6,69.7,2018,"Action, Mystery, Thriller",6.3,56,79581,Action, Mystery, Thriller,"Liam Neeson, Vera Farmiga, Patrick Wilson, Jonathan Banks",,"France, USA",Jaume Collet-Serra,"English, Spanish",An Insurance Salesman/Ex-Cop is caught up in a criminal conspiracy during his daily commute home.,https://m.media-amazon.com/images/M/MV5BMTc0NDg1MjI4OV5BMl5BanBnXkFtZTgwMDIwMTEwNDI@._V1_SX300.jpg,Lionsgate,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '57%'}, {'Source': 'Metacritic', 'Value': '56/100'}]",12 Jan 2018,105 min,"Byron Willinger (story by), Philip de Blasi (story by), Byron Willinger (screenplay by), Philip de Blasi (screenplay by), Ryan Engle (screenplay by)"
33,Instant Family,Par.,118.8,67.4,56.7,51.5,43.3,2018,"Comedy, Drama",7.4,57,33771,Comedy, Drama,,"Mark Wahlberg, Rose Byrne, Isabela Moner, Gustavo Quiroz",,USA,Sean Anders,English,A couple find themselves in over their heads when they foster three children.,https://m.media-amazon.com/images/M/MV5BMTkzMzgzMTc1OF5BMl5BanBnXkFtZTgwNjQ4MzE0NjM@._V1_SX300.jpg,Paramount Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '82%'}, {'Source': 'Metacritic', 'Value': '57/100'}]",16 Nov 2018,118 min,"Sean Anders, John Morris"
34,Game Night,WB (NL),117.7,69.2,58.8,48.5,41.2,2018,"Action, Comedy, Crime",7.0,66,154898,Action, Comedy, Crime,"Jason Bateman, Rachel McAdams, Kyle Chandler, Sharon Horgan",,USA,"John Francis Daley, Jonathan Goldstein",English,A group of friends who meet regularly for game nights find themselves entangled in a real-life mystery when the shady brother of one of them is seemingly kidnapped by dangerous gangsters.,https://m.media-amazon.com/images/M/MV5BMjI3ODkzNDk5MF5BMl5BanBnXkFtZTgwNTEyNjY2NDM@._V1_SX300.jpg,New Line Cinema,R,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '84%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",23 Feb 2018,100 min,Mark Perez
35,First Man,Uni.,105.4,44.9,42.6,60.5,57.4,2018,"Biography, Drama, History",7.4,84,108845,Biography, Drama, History,"Ryan Gosling, Claire Foy, Jason Clarke, Kyle Chandler",,"USA, Japan",Damien Chazelle,English,"A look at the life of the astronaut, Neil Armstrong, and the legendary space mission that led him to become the first man to walk on the Moon on July 20, 1969.",https://m.media-amazon.com/images/M/MV5BMDBhOTMxN2UtYjllYS00NWNiLWE1MzAtZjg3NmExODliMDQ0XkEyXkFqcGdeQXVyMjMxOTE0ODA@._V1_SX300.jpg,Universal Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '87%'}, {'Source': 'Metacritic', 'Value': '84/100'}]",12 Oct 2018,141 min,"Josh Singer (screenplay by), James R. Hansen (based on the book by)"
36,Alpha,Studio 8,98.2,35.9,36.5,62.3,63.5,2018,"Adventure, Drama, Family",6.7,63,37792,Adventure, Drama, Family,"Kodi Smit-McPhee, Jóhannes Haukur Jóhannesson, Marcin Kowalczyk, Jens Hultén",,USA,Albert Hughes,English,"In the prehistoric past, a young man struggles to return home after being separated from his tribe during a buffalo hunt. He finds a similarly lost wolf companion and starts a friendship that would change humanity.",https://m.media-amazon.com/images/M/MV5BODI4OTk1ODY3N15BMl5BanBnXkFtZTgwMDI1MTcwNjM@._V1_SX300.jpg,Sony Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}, {'Source': 'Metacritic', 'Value': '63/100'}]",17 Aug 2018,96 min,"Daniele Sebastian Wiedenhaupt (screenplay by), Albert Hughes (story by)"
37,A Simple Favor,LGF,97.5,53.5,54.9,43.9,45.1,2018,"Comedy, Crime, Drama",6.9,67,75435,Comedy, Crime, Drama,"Anna Kendrick, Ian Ho, Joshua Satine, Glenda Braganza",,"Canada, USA",Paul Feig,English,"Stephanie is a single mother with a parenting vlog who befriends Emily, a secretive upper-class woman who has a child at the same elementary school. When Emily goes missing, Stephanie takes it upon herself to investigate.",https://m.media-amazon.com/images/M/MV5BZjFiMGNiNmItMzNiNi00Mjc1LTg1N2YtNWE2NTE5N2VlZTQ3XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,Lionsgate,R,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '86%'}, {'Source': 'Metacritic', 'Value': '67/100'}]",14 Sep 2018,117 min,"Jessica Sharzer (screenplay by), Darcey Bell (based upon the novel by)"
38,Truth or Dare,Uni.,95.3,41.4,43.4,53.9,56.6,2018,"Horror, Thriller",5.1,35,31284,Horror, Thriller,,"Lucy Hale, Tyler Posey, Violett Beane, Hayden Szeto",,USA,Jeff Wadlow,"English, Spanish",A harmless game of Truth or Dare among friends turns deadly when someone -- or something -- begins to punish those who tell a lie or refuse the dare.,https://m.media-amazon.com/images/M/MV5BOGU2YTZmMjYtZDUwYi00NTc1LTlkMjAtM2ViZDkzOTlhNGNhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,Universal Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '16%'}, {'Source': 'Metacritic', 'Value': '35/100'}]",13 Apr 2018,100 min,"Michael Reisz (screenplay by), Jillian Jacobs (screenplay by), Christopher Roach (screenplay by), Jeff Wadlow (screenplay by), Michael Reisz (story by)"
39,I Feel Pretty,STX,94.5,48.8,51.6,45.7,48.4,2018,"Comedy, Romance",5.4,48,37156,Comedy, Romance,,"Amy Schumer, Michelle Williams, Tom Hopper, Rory Scovel",,"China, USA","Abby Kohn, Marc Silverstein",English,"A woman struggling with insecurity wakes from a fall believing she is the most beautiful and capable woman on the planet. Her new confidence empowers her to live fearlessly, but what happens when she realizes her appearance never changed?",https://m.media-amazon.com/images/M/MV5BMGI3ZDRjZTQtMTMyYy00NGI4LWI2MjktNzMyMjg0NjQ2NTY0XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,STX Entertainment,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '35%'}, {'Source': 'Metacritic', 'Value': '48/100'}]",20 Apr 2018,110 min,"Abby Kohn, Marc Silverstein"
40,The Favourite,FoxS,94.1,34.2,36.3,59.9,63.7,2018,"Biography, Comedy, Drama",7.7,90,98273,Biography, Comedy, Drama,"Olivia Colman, Rachel Weisz, Emma Delves, Faye Daveney",,"Ireland, UK, USA",Yorgos Lanthimos,English,"In early 18th century England, a frail Queen Anne occupies the throne and her close friend, Lady Sarah, governs the country in her stead. When a new servant, Abigail, arrives, her charm endears her to Sarah.",https://m.media-amazon.com/images/M/MV5BMTg3Mzk4MjU0Ml5BMl5BanBnXkFtZTgwMzQ3MjkxNjM@._V1_SX300.jpg,"Fox Searchlight Pictures, Film4 and Waypoint",R,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '90/100'}]",21 Dec 2018,119 min,"Deborah Davis, Tony McNamara"
41,Blockers,Uni.,94.0,60.3,64.1,33.7,35.9,2018,Comedy,6.2,69,53918,Comedy,,,"Leslie Mann, John Cena, Ike Barinholtz, Kathryn Newton",1 nomination.,USA,Kay Cannon,English,Three parents try to stop their daughters from losing their virginity on prom night.,https://m.media-amazon.com/images/M/MV5BMjE0ODIzNjkzMl5BMl5BanBnXkFtZTgwODQ3MzU4NDM@._V1_SX300.jpg,Universal Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '83%'}, {'Source': 'Metacritic', 'Value': '69/100'}]",06 Apr 2018,102 min,"Brian Kehoe, Jim Kehoe"
42,Goosebumps 2: Haunted Halloween,Sony,93.3,46.7,50.0,46.6,50.0,2018,"Adventure, Comedy, Family",5.6,53,9770,Adventure, Comedy, Family,"Wendi McLendon-Covey, Madison Iseman, Jeremy Ray Taylor, Caleel Harris",,"USA, UK",Ari Sandel,English,Two young friends find a magic book that brings a ventriloquist's dummy to life.,https://m.media-amazon.com/images/M/MV5BNzgxMDQ2MDUyMF5BMl5BanBnXkFtZTgwNzgyMjQyNjM@._V1_SX300.jpg,Columbia Pictures,PG,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '47%'}, {'Source': 'Metacritic', 'Value': '53/100'}]",12 Oct 2018,90 min,"Rob Lieber (screenplay by), Rob Lieber (story by), Darren Lemke (story by), R.L. Stine (based on the Scholastic Goosebumps Books written by)"
43,BlacKkKlansman,Focus,91.7,49.3,53.7,42.4,46.3,2018,"Biography, Crime, Drama",7.5,83,130117,Biography, Crime, Drama,"Alec Baldwin, John David Washington, Isiah Whitlock Jr., Robert John Burke",,USA,Spike Lee,English,"Ron Stallworth, an African American police officer from Colorado Springs, CO, successfully manages to infiltrate the local Ku Klux Klan branch with the help of a Jewish surrogate who eventually becomes its leader. Based on actual events.",https://m.media-amazon.com/images/M/MV5BMjUyOTE1NjI0OF5BMl5BanBnXkFtZTgwMTM4ODQ5NTM@._V1_SX300.jpg,,R,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Metacritic', 'Value': '83/100'}]",10 Aug 2018,135 min,"Charlie Wachtel, David Rabinowitz, Kevin Willmott, Spike Lee, Ron Stallworth (based on the book by)"
44,Sherlock Gnomes,Par.,90.3,43.2,47.9,47.1,52.1,2018,"Animation, Adventure, Comedy",5.1,36,7543,Animation, Adventure, Comedy,"Kelly Asbury, Mary J. Blige, Emily Blunt, Julio Bonet",,"UK, USA",John Stevenson,"English, Mandarin","Garden gnomes, Gnomeo & Juliet, recruit renowned detective Sherlock Gnomes to investigate the mysterious disappearance of other garden ornaments.",https://m.media-amazon.com/images/M/MV5BMTk4NzU3NzU2NV5BMl5BanBnXkFtZTgwNDc4NTI3NDM@._V1_SX300.jpg,Paramount Pictures,PG,"[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '27%'}, {'Source': 'Metacritic', 'Value': '36/100'}]",23 Mar 2018,86 min,"Ben Zazove (screenplay by), Andy Riley (story by), Kevin Cecil (story by), Emily Cook (story by), Kathy Greenberg (story by), Rob Sprackling (based on characters by), Johnny Smith (based on characters by), Andy Riley (based on characters by), Kevin Cecil (based on characters by), Kelly Asbury (based on characters by), Steve Hamilton Shaw"
45,Den of Thieves,STX,80.5,44.9,55.8,35.6,44.2,2018,"Action, Crime, Drama",7.0,49,66431,Action, Crime, Drama,"Gerard Butler, Pablo Schreiber, O'Shea Jackson Jr., 50 Cent",,USA,Christian Gudegast,"English, Polynesian",A gritty crime saga which follows the lives of an elite unit of the LA County Sheriff's Dept. and the state's most successful bank robbery crew as the outlaws plan a seemingly impossible heist on the Federal Reserve Bank.,https://m.media-amazon.com/images/M/MV5BMzYyODcwMDAyM15BMl5BanBnXkFtZTgwOTA4MjIwNDI@._V1_SX300.jpg,STX Entertainment,R,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Metacritic', 'Value': '49/100'}]",19 Jan 2018,140 min,"Christian Gudegast (screenplay by), Christian Gudegast (story by), Paul Scheuring (story by)"
46,Hereditary,A24,79.3,44.1,55.5,35.3,44.5,2018,"Drama, Horror, Mystery",7.3,87,139664,Drama, Horror, Mystery,"Alex Wolff, Gabriel Byrne, Toni Collette, Milly Shapiro",,USA,Ari Aster,English,"After the family matriarch passes away, a grieving family is haunted by tragic and disturbing occurrences, and begin to unravel dark secrets.",https://m.media-amazon.com/images/M/MV5BOTU5MDg3OGItZWQ1Ny00ZGVmLTg2YTUtMzBkYzQ1YWIwZjlhXkEyXkFqcGdeQXVyNTAzMTY4MDA@._V1_SX300.jpg,Windy Hill Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}, {'Source': 'Metacritic', 'Value': '87/100'}]",08 Jun 2018,127 min,Ari Aster
47,Tag,WB (NL),78.1,54.7,70.1,23.4,29.9,2018,Comedy,6.6,56,76421,Comedy,,,"Ed Helms, Lil Rel Howery, Jon Hamm, Annabelle Wallis",,USA,Jeff Tomsic,"English, Spanish","A small group of former classmates organize an elaborate, annual game of tag that requires some to travel all over the country.",https://m.media-amazon.com/images/M/MV5BNzk4NDM3NjkwNF5BMl5BanBnXkFtZTgwNTk5MzkzNTM@._V1_SX300.jpg,Warner Bros. Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '57%'}, {'Source': 'Metacritic', 'Value': '56/100'}]",15 Jun 2018,100 min,"Rob McKittrick (screenplay by), Mark Steilen (screenplay by), Mark Steilen (screen story by), Russell Adams (based on the Wall Street Journal article entitled ""It Takes Planning,  Caution to Avoid Being It"" by)"
48,Widows,Fox,76.0,42.4,55.8,33.6,44.2,2018,"Crime, Drama, Thriller",7.0,84,53471,Crime, Drama, Thriller,"Viola Davis, Liam Neeson, Jon Bernthal, Manuel Garcia-Rulfo",,"UK, USA",Steve McQueen,"English, Spanish, Polish","Set in contemporary Chicago, amid a time of turmoil, four women with nothing in common except a debt left behind by their dead husbands' criminal activities, take fate into their own hands, and conspire to forge a future on their own terms.",https://m.media-amazon.com/images/M/MV5BMjM3ODc5NDEyOF5BMl5BanBnXkFtZTgwMTI4MDcxNjM@._V1_SX300.jpg,20th Century Fox,R,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '84/100'}]",16 Nov 2018,129 min,"Gillian Flynn (screenplay by), Steve McQueen (screenplay by), Lynda La Plante (based on ""Widows"" by)"
49,Sicario: Day of the Soldado,Sony,75.8,50.1,66.0,25.8,34.0,2018,"Action, Crime, Drama",7.1,61,87827,Action, Crime, Drama,"Benicio Del Toro, Josh Brolin, Isabela Moner, Jeffrey Donovan",,USA,Stefano Sollima,"English, Spanish, American Sign Language, Arabic, Somali","The drug war on the U.S.-Mexico border has escalated as the cartels have begun trafficking terrorists across the US border. To fight the war, federal agent Matt Graver re-teams with the mercurial Alejandro.",https://m.media-amazon.com/images/M/MV5BMjgyOWRhMDctZTZlNC00M2I1LWI0NDQtYzlmODdmYjY2MThiXkEyXkFqcGdeQXVyMzY0MTE3NzU@._V1_SX300.jpg,Columbia Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '63%'}, {'Source': 'Metacritic', 'Value': '61/100'}]",29 Jun 2018,122 min,Taylor Sheridan
50,Searching,SGem,75.5,26.0,34.5,49.4,65.5,2018,"Drama, Mystery, Thriller",7.7,71,87023,Drama, Mystery, Thriller,"John Cho, Sara Sohn, Alex Jayne Go, Megan Liu",1 win & 1 nomination.,"Russia, USA",Aneesh Chaganty,English,"After his 16-year-old daughter goes missing, a desperate father breaks into her laptop to look for clues to find her.",https://m.media-amazon.com/images/M/MV5BMjIwOTA3NDI3MF5BMl5BanBnXkFtZTgwNzIzMzA5NTM@._V1_SX300.jpg,Screen Gems,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}, {'Source': 'Metacritic', 'Value': '71/100'}]",31 Aug 2018,102 min,"Aneesh Chaganty, Sev Ohanian"
51,The Spy Who Dumped Me,LGF,75.3,33.6,44.6,41.8,55.4,2018,"Action, Adventure, Comedy",6.0,52,43325,Action, Adventure, Comedy,"Justin Theroux, Blanka Györfi-Tóth, Vilma Szécsi, Mila Kunis",,"USA, Canada",Susanna Fogel,"English, Russian, French, Lithuanian, German",Audrey and Morgan are best friends who unwittingly become entangled in an international conspiracy when one of the women discovers the boyfriend who dumped her was actually a spy.,https://m.media-amazon.com/images/M/MV5BNDY1MTA0NjgyN15BMl5BanBnXkFtZTgwMTEzNDQ4NTM@._V1_SX300.jpg,Lionsgate,R,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '49%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",03 Aug 2018,117 min,"Susanna Fogel, David Iserson"
52,Vice,Annapurna,72.6,47.8,65.9,24.8,34.1,2018,"Biography, Comedy, Drama",7.2,61,53311,Biography, Comedy, Drama,"Christian Bale, Amy Adams, Steve Carell, Sam Rockwell",,USA,Adam McKay,"English, Arabic","The story of Dick Cheney, an unassuming bureaucratic Washington insider, who quietly wielded immense power as Vice President to George W. Bush, reshaping the country and the globe in ways that we still feel today.",https://m.media-amazon.com/images/M/MV5BMTY1NjM0MzgxMV5BMl5BanBnXkFtZTgwNDc4NTY0NjM@._V1_SX300.jpg,Annapurna Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '66%'}, {'Source': 'Metacritic', 'Value': '61/100'}]",25 Dec 2018,132 min,Adam McKay
53,Second Act,STX,72.3,39.3,54.3,33.0,45.7,2018,"Comedy, Drama, Romance",5.8,46,9100,Comedy, Drama, Romance,"Jennifer Lopez, Vanessa Hudgens, Leah Remini, Treat Williams",,USA,Peter Segal,English,A big box store worker reinvents her life and her life-story and shows Madison Avenue what street smarts can do.,https://m.media-amazon.com/images/M/MV5BMjQ2MjI5Njk0MF5BMl5BanBnXkFtZTgwNDQ2NzczNTM@._V1_SX300.jpg,STXfilms,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Metacritic', 'Value': '46/100'}]",21 Dec 2018,103 min,"Justin Zackham, Elaine Goldsmith-Thomas"
54,12 Strong,WB,67.5,45.8,67.9,21.6,32.1,2018,"Action, Drama, History",6.6,54,47691,Action, Drama, History,"Chris Hemsworth, Michael Shannon, Michael Peña, Navid Negahban",,USA,Nicolai Fuglsig,"English, Dari, Russian, Spanish, Uzbek","12 Strong tells the story of the first Special Forces team deployed to Afghanistan after 9/11; under the leadership of a new captain, the team must work with an Afghan warlord to take down the Taliban.",https://m.media-amazon.com/images/M/MV5BNTEzMjk3NzkxMV5BMl5BanBnXkFtZTgwNjY2NDczNDM@._V1_SX300.jpg,Warner Bros. Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '52%'}, {'Source': 'Metacritic', 'Value': '54/100'}]",19 Jan 2018,130 min,"Ted Tally, Peter Craig, Doug Stanton (based on the book,  ""Horse Soldiers"" by)"
55,"Love, Simon",Fox,66.3,40.8,61.6,25.5,38.4,2018,"Comedy, Drama, Romance",7.6,72,77698,Comedy, Drama, Romance,"Nick Robinson, Jennifer Garner, Josh Duhamel, Katherine Langford",,USA,Greg Berlanti,English,"Simon Spier keeps a huge secret from his family, his friends and all of his classmates: he's gay. When that secret is threatened, Simon must face everyone and come to terms with his identity.",https://m.media-amazon.com/images/M/MV5BNTMyZDdiMzUtZjcxNS00Mjc3LTljY2UtYjI4YmY5NzJlYjc1XkEyXkFqcGdeQXVyMTA5OTkwNTc@._V1_SX300.jpg,20th Century Fox,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}, {'Source': 'Metacritic', 'Value': '72/100'}]",16 Mar 2018,110 min,"Elizabeth Berger (screenplay by), Isaac Aptaker (screenplay by), Becky Albertalli (based on the novel ""Simon vs. the Homo Sapiens Agenda"" by)"
56,Mile 22,STX,66.3,36.1,54.5,30.2,45.5,2018,"Action, Adventure, Thriller",6.1,38,43984,Action, Adventure, Thriller,"Mark Wahlberg, Lauren Cohan, Iko Uwais, John Malkovich",,"China, USA",Peter Berg,"English, Russian, Indonesian, Filipino","An elite American intelligence officer, aided by a top-secret tactical command unit, tries to smuggle a mysterious police officer with sensitive information out of Indonesia.",https://m.media-amazon.com/images/M/MV5BNzUyODk4OTkxNF5BMl5BanBnXkFtZTgwMzY0MDgzNTM@._V1_SX300.jpg,STXfilms,R,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '23%'}, {'Source': 'Metacritic', 'Value': '38/100'}]",17 Aug 2018,94 min,"Lea Carpenter (screenplay by), Graham Roland (story by), Lea Carpenter (story by)"
